id,anchor,target,context,score,sim
ed3fd0063cd64996,adhesive mounting,flange comprising mounting,A47,0.5,0.8059298
f516bb6aa18848f5,adhesive mounting,flange including,A47,0.25,0.7407112
f3186d573b97d3a6,adhesive mounting,flange mounting,A47,0.5,0.78250754
6a820afabde811e6,adhesive mounting,glue mounting,A47,0.5,0.82848287
e4627697c9dd34b8,adhesive mounting,lens mount,A47,0.0,0.6478462
888812c16263cd82,adhesive mounting,mountain range,A47,0.0,0.41716573
0bc7a00ea5f87607,adhesive mounting,mounting,A47,0.5,0.7409464
693e26f85064121f,adhesive mounting,mounting a mountain,A47,0.0,0.38426104
5590ef4bf803f45c,adhesive mounting,mounting bracket,A47,0.25,0.7599514
47f88e73e0be6cb7,adhesive mounting,mounting comprising including,A47,0.5,0.72211856
36bed5c2f72a1b8c,adhesive mounting,mounting flange including,A47,0.5,0.7967257
b1e983e707491913,adhesive mounting,mounting flange mounting,A47,0.5,0.7797334
56f6684aa5e40205,adhesive mounting,mounting glues,A47,0.75,0.79229957
c7106e6bec0a5546,adhesive mounting,mounting needle,A47,0.0,0.69457495
4c7582b58660a761,adhesive mounting,mounting of file system,A47,0.0,0.5760599
342b322ca958f5e4,adhesive mounting,mounting using adhesives,A47,0.75,0.92216575
e08ebe2fc84bdd2d,adhesive mounting,rapid drying,A47,0.25,0.6100775
d1130bfa30d4c963,adhesive mounting,releasable mounting,A47,0.5,0.785868
029d41e0bd7c2a2b,adhesive mounting,removable adhesive mounting,A47,0.5,0.8528202
d8237672463a6745,adhesive mounting,screw mount,A47,0.25,0.5729317
13e4675ca120a8d7,adhesive mounting,separate adhesive mounting,A47,0.5,0.56653947
48c19242424289f2,adhesive mounting,sticking mount,A47,0.75,0.6544041
a883a1cfd3a7901c,adhesive mounting,temporary mounting,A47,0.5,0.6424145
0f80b5de135d084f,automatic coffee,auto spares,A47,0.0,0.51526386
9fdcb9bba40fa42c,automatic coffee,automated coffee device,A47,0.5,0.8601706
cbe91527182c7c51,automatic coffee,automated coffee machine,A47,0.5,0.8633282
145baaedc7633ce2,automatic coffee,automated coffee vending device,A47,0.5,0.8460112
b7627918b41a7f3b,automatic coffee,automated coffee vending machine,A47,0.5,0.8455867
1df5291f66ca33bf,automatic coffee,automated machine,A47,0.5,0.63044274
b46dc0369c3b6975,automatic coffee,automated testing,A47,0.0,0.6356013
61b68976a9a534cb,automatic coffee,automatic beverage,A47,0.25,0.79081416
a85d431d9e3ba97d,automatic coffee,automatic car,A47,0.0,0.61584556
925ccd5c09ef3ff5,automatic coffee,automatic cars,A47,0.0,0.5946053
6b24e13abc1cabb8,automatic coffee,automatic coffee maker,A47,0.75,0.94038993
c9f654d8883baf92,automatic coffee,automatic drip coffee,A47,0.5,0.93519545
2ce06bbc72ba9336,automatic coffee,automatic lift,A47,0.0,0.63830525
ba5689548efc051e,automatic coffee,automatic liquid refreshment,A47,0.25,0.6741963
dddc6324d5d56ff0,automatic coffee,automatic tea machine,A47,0.25,0.7963584
e14fa282c1c47649,automatic coffee,automatic train,A47,0.0,0.59801096
642b7f003bcc3ebb,automatic coffee,coffee beans,A47,0.5,0.718082
f046b8d259101f07,automatic coffee,coffee maker,A47,0.75,0.8052896
aad36521a66fe812,automatic coffee,coffee making machine,A47,0.75,0.76022166
2e1810059f0ef745,automatic coffee,cup size,A47,0.25,0.64075744
162b9c3bb6342eb3,automatic coffee,drinks holder,A47,0.25,0.5513334
23c0d41ff0c9db41,automatic coffee,handmade coffee,A47,0.25,0.7509878
506b7dfb414ea939,carpet tiles,floor covering,A47,0.5,0.82511824
8ed6cf3f75ac954b,carpet tiles,floor coverings,A47,0.5,0.8463473
d628532f25407422,carpet tiles,flooring,A47,0.5,0.82052535
71f6fe8840d134c4,carpet tiles,tile covering,A47,0.5,0.7467188
7dbeb8c826b9a320,carpet tiles,tile coverings,A47,0.5,0.7612187
5f2f34a71bd8aaec,carpet tiles,tiles,A47,0.5,0.6849856
dd792c7f4363a707,cervical support,air support,A47,0.0,0.46900773
2fd474a8a598af5a,cervical support,cervical cancer,A47,0.0,0.63761383
fb7179a95588c243,cervical support,cervical cap,A47,0.0,0.90120566
3abd9bab9961a5be,cervical support,cervical collar support,A47,0.5,0.88342637
015dfb5181b8ee97,cervical support,cervical spine support,A47,0.5,0.8886912
9e4fc60eee185e05,cervical support,cervical support collar,A47,0.75,0.8998709
e7175a1c7e1cd4ea,cervical support,cervical vertebrae support,A47,0.5,0.75738907
3f99c10d8cb25c2a,cervical support,chassis,A47,0.25,0.5622361
67340ec1e330d088,cervical support,collar design,A47,0.25,0.51683223
ee153e8414f7d73c,cervical support,comfort,A47,0.25,0.48598197
a28320e15e1aa1de,cervical support,comfort support,A47,0.5,0.55869406
999d1bb85a8c63c7,cervical support,comfort to comfort,A47,0.25,0.4965597
c3f9606db5901c42,cervical support,comfort when comfort,A47,0.25,0.52314097
8a1215a697f793f6,cervical support,contouring,A47,0.25,0.61246955
10a64a8d32e76343,cervical support,foot supports,A47,0.25,0.3307353
f297c5e94dd07e6e,cervical support,gel pack,A47,0.25,0.5989645
c70379179d09df62,cervical support,head support,A47,0.5,0.6707826
98403621f956c081,cervical support,head with the torso,A47,0.25,0.60912937
1dcf45250d1cacbb,cervical support,health care support services,A47,0.0,0.5945373
af52c8a4f44e1987,cervical support,human neck,A47,0.25,0.5590753
a3cc2ccd54775419,cervical support,monetary support,A47,0.0,0.40446267
25f8326adb4d9ab3,cervical support,moral support,A47,0.0,0.52753574
7a8b5a932cb551ef,cervical support,neck braces,A47,0.5,0.61242604
0175c1d39e47b9d6,cervical support,neck pain,A47,0.25,0.4517954
a26a4dcae86529fb,cervical support,neck support,A47,0.5,0.6753544
aa55bd24e5b658f9,cervical support,part of the spinal cord,A47,0.25,0.5513813
d4d3380e633f67a4,cervical support,support,A47,0.5,0.59401244
46ee8913e9777a6d,cervical support,support comfort,A47,0.5,0.51805663
5a1172d3ab0e4686,cervical support,support the cervical spine,A47,0.75,0.8361411
8b0740b026b6e44d,displacement mechanism,belts and chain drives,A47,0.25,0.58614355
d62f4f70fe484eb0,displacement mechanism,brakes or clutches,A47,0.25,0.6536499
95fc1d85cec6e993,displacement mechanism,defence mechanism,A47,0.0,0.71191555
e1f9c8baf216d78e,displacement mechanism,displacement belts,A47,0.5,0.91668916
7926ab40ca5d021e,displacement mechanism,displacement device,A47,0.5,0.96734416
5471f841929d23aa,displacement mechanism,displacement gears,A47,0.5,0.83086175
d617564214b52eee,displacement mechanism,displacement member,A47,0.5,0.88067764
ed77d2afad1bfb90,displacement mechanism,displacement process,A47,0.75,0.933813
9055c8ef20d460dd,displacement mechanism,displacement pump,A47,0.0,0.8703593
b81458b80910f2be,displacement mechanism,displacing mechanism,A47,0.5,0.84085464
cef08159d50ea1ba,displacement mechanism,engine displacement,A47,0.0,0.7453657
c4659c83603166eb,displacement mechanism,machine elements,A47,0.25,0.63499075
95fa7270a5ca5290,displacement mechanism,mechanism of formation nanoparticles,A47,0.0,0.4181305
179247032285ca83,displacement mechanism,mechanism of labour,A47,0.0,0.69044936
a506c6e1cc9d1be7,displacement mechanism,mechanism of respiration,A47,0.0,0.6923257
d03f65c6df2b3153,displacement mechanism,moving elements,A47,0.25,0.7131036
8e9daf87ff097dab,displacement mechanism,object displacement,A47,0.5,0.89669704
61d57645bba1db70,displacement mechanism,shifting mechanism,A47,0.5,0.85437334
463bfd103c479855,displacement mechanism,stopping displacement,A47,0.25,0.70224947
ea65da84784164b5,displacement mechanism,transfer objects,A47,0.25,0.7487034
0fd453cddb6cee00,displacement mechanism,variable displacement mechanism,A47,0.5,0.8841324
c9a2f6fec3fcd23e,faucet assembly,assembly,A47,0.5,0.62891513
120f6e3773690ffc,faucet assembly,drain assembly,A47,0.25,0.7936955
d0ab4b743cf6f04f,faucet assembly,faucet,A47,0.75,0.9520345
adf1a30a194d37ed,faucet assembly,faucet body,A47,0.5,0.93214655
63d48cf1b9997138,faucet assembly,faucet outlet,A47,0.5,0.9485864
65c1fc9a2f391403,fire ring,base,A47,0.25,0.5120368
dc6d4cffb56c9db7,fire ring,bottom plate,A47,0.25,0.40778208
fc46bb3957187aa1,fire ring,bottom wall,A47,0.25,0.38341022
d703bd0d85e34309,fire ring,cook plate,A47,0.5,0.5192268
cea6adb98462ac3f,fire ring,cook wall,A47,0.5,0.59534115
81115a2f45302cc9,fire ring,ring,A47,0.5,0.6235239
311ce6281dd21e00,flexible belt,belt regions of the united states,A47,0.0,0.49145594
a6ea168e1c96524a,flexible belt,device for transporting,A47,0.25,0.717165
b454e8a55349481a,flexible belt,elastic belt,A47,0.75,0.8409638
6a2782c22e8bfe11,flexible belt,elastic ropes,A47,0.25,0.81831825
e69fdd94d8811a1b,flexible belt,flexible band,A47,0.5,0.8032394
08d9585c9e3435ff,flexible belt,flexible belt conveyor,A47,0.5,0.9160163
e8d3e8f6e4993eb0,flexible belt,flexible belt conveyor system,A47,0.5,0.87060416
c776bcd3c1870942,flexible belt,flexible conveyor belt,A47,0.5,0.91873205
47207ed494ece44f,flexible belt,flexible display,A47,0.0,0.89399743
7db5b0696a9d4345,flexible belt,flexible electrode,A47,0.0,0.89379317
23df4322a722c557,flexible belt,flexible strap,A47,0.5,0.96124095
38568206a5e8f14c,flexible belt,geographic belt,A47,0.0,0.63765717
1c61ae72ed8be4c7,flexible belt,indus ganga belt,A47,0.0,0.49041736
3481c0bf520c8f25,flexible belt,leather belt,A47,0.5,0.7552742
4f01ffd3e0319a2b,flexible belt,locking member,A47,0.25,0.6013073
4fd34b5ac5138bc0,flexible belt,looped strip,A47,0.25,0.7194185
0f4b45622988788f,flexible belt,multiple rotating shafts,A47,0.25,0.62578666
c667a453f4778aed,flexible belt,river belt,A47,0.0,0.48289692
80d8e8d23141d3c7,flexible belt,single belt,A47,0.5,0.56940675
c55c6941b75dd8ce,flexible belt,strap with holes,A47,0.25,0.7058544
f1726f5fe3eb5603,gutter hanger,aluminium gutter,A47,0.5,0.6392929
86580a401b3aa8ab,gutter hanger,cloth hanger,A47,0.0,0.6415357
9bd40f55cbdc5598,gutter hanger,component of a water discharge,A47,0.25,0.5707489
d0bfec4589bed633,gutter hanger,eaves shoot hanger,A47,0.5,0.7232364
d11f62c457509a31,gutter hanger,eavestrough hanger,A47,0.5,0.75046265
600e5053101b4b52,gutter hanger,flowing off roofs in,A47,0.25,0.63541085
ae142d3e2100d987,gutter hanger,gut a fish,A47,0.0,0.61735016
551747e44f80d9f5,gutter hanger,gutter,A47,0.5,0.88577557
0d89942167940ddb,gutter hanger,hang out,A47,0.0,0.47087306
5a3d2e50d4f1c73a,gutter hanger,hanger,A47,0.5,0.7885258
b18b14c49de0ac88,gutter hanger,hanging plants,A47,0.0,0.50108355
8668a9af3d334077,gutter hanger,hidden hanger,A47,0.5,0.7238587
1b57c9f482319581,gutter hanger,installation technique,A47,0.25,0.5641683
2a08aef9925f66c9,gutter hanger,metal straps,A47,0.25,0.51496124
cabcad04955e4223,gutter hanger,quick screws,A47,0.25,0.5126425
4b22f3cb211cc01a,gutter hanger,rain gutter,A47,0.5,0.6470664
1aede2208a71c511,gutter hanger,rain gutter hanger,A47,0.5,0.71128434
5f180e08794dce7e,gutter hanger,roofing products,A47,0.5,0.52409816
9073c31fa00bbc7f,gutter hanger,sanitary sewers,A47,0.0,0.5626838
e6b8016683550493,gutter hanger,street gutter,A47,0.0,0.83027595
fbe7e6efbe4993f4,gutter hanger,surface water collection channel hanger,A47,0.5,0.6294139
ea783466b62f3568,gutter hanger,water dripping,A47,0.25,0.5634666
e8b5c0d71e7c90d7,hanging ring,bell ring,A47,0.0,0.71844834
447a1624d2af7a1c,hanging ring,boxing ring,A47,0.0,0.4578805
daaa79c246f63fe4,hanging ring,circlet portion,A47,0.25,0.7058593
e04be21c2b9597ec,hanging ring,circuit portion,A47,0.25,0.57443565
14748744e7d0deed,hanging ring,connector,A47,0.5,0.69287837
a86ef6362c781b88,hanging ring,curtain hanging rings,A47,0.5,0.8650815
312435d690fa11c4,hanging ring,dangling loop,A47,0.5,0.73999196
fed7d0fa4e52da6a,hanging ring,dangling ring,A47,0.5,0.8788024
46740ab65dd46d87,hanging ring,disc portion,A47,0.25,0.6320539
30149fe4d20947fe,hanging ring,exercise rings,A47,0.75,0.6594362
1fcef8ac580defe6,hanging ring,hanger stand,A47,0.0,0.6876575
9328485db715edff,hanging ring,hanging a prisoner,A47,0.0,0.397245
3c2e9dc7297bf1a6,hanging ring,hanging earrings,A47,0.0,0.7060475
f1cf48745b76d481,hanging ring,hanging hook,A47,0.5,0.7894875
fbe172fff3ebe8bb,hanging ring,hanging loop,A47,0.5,0.8092972
5b86ac518259191f,hanging ring,metal clips,A47,0.25,0.5540876
fdf190c8ca439d45,hanging ring,pivotally,A47,0.25,0.5672338
e173bf519d717fca,hanging ring,plastic hooks,A47,0.25,0.50548434
995b7757329565ad,hanging ring,ringtone of mobile,A47,0.0,0.5868692
9bb8f91f1f0705fa,hanging ring,round metal rings,A47,0.5,0.66469955
5fb831a7240b82aa,hanging ring,steel hanging,A47,0.25,0.5826842
6b4a6591310e3172,hanging ring,swinging ring,A47,0.5,0.74828047
5b4e000049010b77,hanging ring,valve pivotally,A47,0.25,0.5916776
5d9684b70b20aa7b,high gradient magnetic separators,magnetic separators,A47,0.5,0.768865
911dbbed9c595e06,hinge mechanisms,actuator,A47,0.25,0.7718392
853934f966535b31,hinge mechanisms,arms,A47,0.25,0.6739724
84b32f7eae79163d,hinge mechanisms,bladder,A47,0.0,0.61280334
5bfdac2057aeac94,hinge mechanisms,guides,A47,0.25,0.7049506
a623905e6cfa4ade,hinge mechanisms,pivoting,A47,0.5,0.7267827
50d9d669c25373d4,hinge mechanisms,pivoting arm,A47,0.5,0.664505
12afbd498939c0ac,hinge mechanisms,pivoting arms,A47,0.5,0.6890948
c068dfdf8812a29a,hinge mechanisms,tracks,A47,0.25,0.6543937
1d4fb3c5ed56999d,locking formation,aircraft formation,A47,0.0,0.42012048
04717b4e4fa1c452,locking formation,coil form,A47,0.0,0.69806856
75d3a17759f8392c,locking formation,component to secure,A47,0.25,0.6467489
0d89ee45d786d881,locking formation,element to secure,A47,0.25,0.659019
464bbcc230041563,locking formation,engaging protrusions,A47,0.25,0.71841156
f9448627cca3d548,locking formation,inter locking portions,A47,0.5,0.8922403
e4a855a0a0e2ca83,locking formation,latching formation,A47,0.5,0.8575443
26e8e99838b927d6,locking formation,leg,A47,0.25,0.5403207
ad660034535d20e8,locking formation,line formation,A47,0.0,0.6347891
cd7a5f342b5e2485,locking formation,lock screen,A47,0.0,0.80371475
a2743aef2a8a66ac,locking formation,locking junction,A47,0.5,0.91494894
55d9dcaaead404ac,locking formation,locking part,A47,0.5,0.9277265
a36524e1fa5fe1a4,locking formation,locking point,A47,0.5,0.94366676
9853674f349d1a8c,locking formation,locking portion,A47,0.5,0.9276141
659e69aa562500e8,locking formation,main formation,A47,0.25,0.69176984
459f63bcb7976795,locking formation,main portion,A47,0.25,0.65451986
06fe1151245bb8dc,locking formation,part to secure,A47,0.25,0.6504349
1163109024cad279,locking formation,railway formation,A47,0.0,0.5756133
9a34d298df53db9c,locking formation,secure lock,A47,0.5,0.630632
99cd9ad11bcf3109,locking formation,secure module,A47,0.25,0.5590594
ffeaa75e0d4db61c,locking formation,soil formation,A47,0.0,0.46213844
4851368b4e558f88,locking formation,unlocking element,A47,0.25,0.7573679
e66b175e72e0234b,magnetically actuated,collar,A47,0.25,0.6055792
7fe77ab0b7922cfb,magnetically actuated,magnetic,A47,0.5,0.92234766
979ebda2c79b19cc,magnetically actuated,magnetic actuated,A47,1.0,0.9726065
db6b6bc349115d5f,magnetically actuated,magnetic magnetically actuated,A47,0.5,0.9736465
87464999a69b97c3,magnetically actuated,magnetically activated,A47,0.75,0.97377974
da0e174b7ff7f9c7,magnetically actuated,sealed,A47,0.25,0.46598813
10e908ae9ac799a4,magnetically actuated,single magnetically actuated,A47,0.5,0.7211424
21353ff3010be513,material item,buyer,A47,0.25,0.62841374
87147876bb421dd7,material item,driver,A47,0.25,0.6091989
af531b8f80db98eb,material item,item,A47,0.5,0.91860896
ba2571b86a600a1e,material item,material items,A47,1.0,0.98095274
bf0008e28e909f20,material item,materials,A47,0.5,0.93437016
4d909963dcc11fe7,material item,materials item,A47,1.0,0.9448312
28537ee17cdfd9fb,opposing walls,adjacent,A47,0.25,0.6031302
dbcfff9eb3bdab20,opposing walls,adjacent walls,A47,0.5,0.7739061
d4ca7825b97acaf1,opposing walls,opposed members,A47,0.5,0.7822803
a31c5588b6e66a11,opposing walls,opposed side,A47,0.5,0.8206494
a261188676f93c41,opposing walls,opposed side walls,A47,0.5,0.90862167
cb55ecf65c3f70b8,opposing walls,opposed walls,A47,1.0,0.9054316
75b6be7aeb3a3bd4,opposing walls,opposing members,A47,0.5,0.81253886
aba20281de46f7ac,opposing walls,side members,A47,0.25,0.6722112
ac4c6b3978f093fb,opposing walls,side walls,A47,0.5,0.8120527
37f089c499378ca5,opposing walls,sides,A47,0.25,0.7262791
c65dcaf165463174,opposing walls,sidewalls,A47,0.5,0.763856
3e4c921f65c14316,opposing walls,spaced side,A47,0.25,0.73858565
ea85468fce5f3af3,opposing walls,spaced side walls,A47,0.5,0.78668225
fb85b8e13162ecae,opposing walls,spaced walls,A47,0.5,0.7576938
b16a7ffb093484d6,opposing walls,walls,A47,0.5,0.7736639
9f4bff22361913c0,outer bar,bar portions,A47,0.5,0.66333073
b7fae55c23404f1c,outer bar,bark collar,A47,0.0,0.48787886
802de480effdc5c9,outer bar,exterior bar,A47,0.5,0.72862756
cbd30e9ef679be2d,outer bar,exterior rod,A47,0.5,0.6616001
f07e6b7360b73dce,outer bar,inner bar,A47,0.25,0.8602056
ecad9cb8d5f941e0,outer bar,intermediate bar,A47,0.5,0.7420674
3ebe832507f1fd48,outer bar,metal bar,A47,0.5,0.5800447
f1ebb912b586142b,outer bar,metal beam,A47,0.25,0.5130956
8eca4362f0f3365f,outer bar,metal shaft,A47,0.25,0.46897194
30a4376fd0a2bb55,outer bar,metal stake,A47,0.25,0.41395742
79f46fcdae0f0224,outer bar,outer bark of a tree,A47,0.0,0.56951886
6d95122e4212e0a1,outer bar,outer beauty,A47,0.0,0.7094277
49018dd50502a6e1,outer bar,outer cross bar,A47,0.5,0.91594756
f5c9d68c8ecf9fc0,outer bar,outer ground,A47,0.0,0.86869794
ceb30555114cb2dd,outer bar,outer rod,A47,0.5,0.9053919
02ed1a708665a6cc,outer bar,outer side,A47,0.25,0.89928234
e7fa35e96e36b144,outer bar,outer space,A47,0.0,0.48559886
b6eae452a13ae0a4,outer bar,outside bar,A47,1.0,0.6562736
4e7e8b4ffb179223,outer bar,outside rod,A47,0.5,0.64911234
ad2f028e852df6f4,outer bar,outside the city,A47,0.0,0.62000185
4acab67ca9ad2e60,outer bar,outward bar,A47,0.5,0.78221273
08fde991d8579756,outer bar,rod member,A47,0.25,0.6059152
ca136a168159ceae,outer bar,rod portions,A47,0.25,0.6130762
dbd49b2fb3ae1427,outer bar,second outer bar,A47,0.5,0.87358546
c81e979c64d3c991,overflow device,baffle,A47,0.25,0.72370493
5a074474c4ff2f44,overflow device,device part,A47,0.25,0.7471859
5fdce8ab621221b5,overflow device,drain openings,A47,0.5,0.72108704
01ed6fb1af69940e,overflow device,excess water,A47,0.5,0.7786712
dbbd937aa7a6774a,overflow device,flow cytometry,A47,0.0,0.61266637
b8b3d723ba7eed23,overflow device,flow device,A47,0.25,0.83511776
9f0c2026fdf1e282,overflow device,flow measurement,A47,0.25,0.7150239
10f8c9f20a508ed9,overflow device,integer overflow,A47,0.0,0.65289605
289ade7ff7babb5c,overflow device,inundation device,A47,0.5,0.84606636
ea1a0dce313c5d86,overflow device,over action,A47,0.0,0.8191649
9bce7a5d2cd28b0d,overflow device,over speed,A47,0.0,0.7815428
d0b71f2e9c7e0af6,overflow device,overdraft,A47,0.0,0.8129017
c54b88b2e3ea883d,overflow device,overflow apparatus,A47,0.75,0.95812714
8171d16d454bd0c9,overflow device,overflow error,A47,0.0,0.76173896
1d021d1407ef22a3,overflow device,overflow port,A47,0.5,0.89823914
e331f29421a0794d,overflow device,overspill device,A47,0.5,0.74715966
9d68af44baa8134b,overflow device,pipeline construction,A47,0.25,0.6208609
3dd59dc4433327da,overflow device,sensor device,A47,0.25,0.6876479
35d525b86f5e452d,overflow device,spill device,A47,0.5,0.7534768
a66636b732df555f,overflow device,spillage device,A47,0.5,0.7867124
3f6fc3c46aed754d,overflow device,stage baffle,A47,0.25,0.6615215
f51cea245ec30108,overflow device,stage receptacle,A47,0.25,0.57538754
eee11088aeaf9769,overflow device,stage weir,A47,0.25,0.5846197
9597b7d61c168542,overflow device,storage tank,A47,0.25,0.6282765
83e803563243d726,overflow device,water flow,A47,0.5,0.6512482
bcd9952c3fcdd958,overflow device,weir,A47,0.25,0.6568675
556a33a5309252be,personage,attract personages,A47,0.5,0.7531064
1efd751fbc13d63d,personage,beast,A47,0.25,0.5861071
6ce652f0698898ae,personage,celebrity,A47,0.5,0.67059004
b8740aec16fdedff,personage,character,A47,0.5,0.88198
450bfed85c4b11a2,personage,drying machine,A47,0.0,0.5298548
df85be106a68fdfb,personage,famous character,A47,0.5,0.6317757
7586489fedeec37d,personage,fictional character,A47,0.5,0.68742675
19442a27b26ebaad,personage,first personage,A47,0.5,0.7443854
be427f2d4ec33b27,personage,food making machine,A47,0.0,0.44258732
171ee628d3e0895b,personage,high ranking personnel,A47,0.5,0.5969745
b2a74339499d1474,personage,human beings,A47,0.25,0.7469809
d5891e5f9cb2a16e,personage,important person,A47,0.5,0.6481993
2c0dc38b420bf259,personage,mankind,A47,0.25,0.7120073
6fc13463cb5957d6,personage,nature,A47,0.25,0.6518036
a632de14b9c29f8b,personage,notable ones,A47,0.25,0.77849156
5fe0f3a51c7d6220,personage,personal loan,A47,0.0,0.5499787
34d7c299150adcf8,personage,personality,A47,0.5,0.8571243
34854fe893d13843,personage,personalized gifts,A47,0.0,0.6803359
de3059eb9eae9308,personage,simple person,A47,0.25,0.45680508
10e46eedea69e3b0,personage,stone age,A47,0.0,0.5200722
f296ae5e142112b3,personage,superior than,A47,0.25,0.65965337
eb81af639dfb546a,personage,washing machine,A47,0.0,0.41674605
a174f69137707b03,shift link,control rod,A47,0.25,0.74232566
05baf6b79ac12b17,shift link,evening shift,A47,0.0,0.547868
42d77afb6bba8f1a,shift link,gear level,A47,0.25,0.6783142
24bc6f481ad3123a,shift link,gear shift link,A47,0.5,0.8482766
187b6ae7007594e9,shift link,lever mechanism link,A47,0.5,0.75464964
1cbd91cdf98c9a60,shift link,link,A47,0.5,0.6835366
30008770c1106ed7,shift link,link used for shifting,A47,0.75,0.82792604
e736cd2a10b2c77d,shift link,mechanical advantage device,A47,0.25,0.63046545
92703bbbe026a560,shift link,message link,A47,0.0,0.6273272
8a04bd572b7f6de0,shift link,morning shift,A47,0.0,0.43200272
d0d597e658d27483,shift link,night shift,A47,0.0,0.57343894
644ec30c3cbb6857,shift link,rod pivoted at a fixed hinge,A47,0.25,0.6306296
c1a3661ca5d83cfc,shift link,shaft lever arm,A47,0.25,0.7276685
8c19bcea8b169916,shift link,shift,A47,0.5,0.8773598
b36f4342519e46aa,shift link,shift key,A47,0.0,0.8436924
3b78263294867fd7,shift link,shift links,A47,1.0,0.95768553
e106311a3262b656,shift link,shift rod lever link,A47,0.5,0.8110675
f9296379f209d24e,shift link,shifting link,A47,1.0,0.8731711
b372ed801872eefa,shift link,shifting linkage mechanism,A47,0.5,0.8292231
ea0f91939d2b6555,shift link,simple machine,A47,0.25,0.34941432
e01731d390bb9846,shift link,temperature shift,A47,0.0,0.6299199
b7d1a2314012b8b4,shift link,transfer link,A47,0.5,0.731523
416041aefd1fe630,shift link,transmission link,A47,0.5,0.76356936
b6bebf0ca23bc55a,shift link,two joint interlocking link,A47,0.5,0.6743817
e32aa75d97869a4b,similar absorbent,absorb liquid,A47,0.5,0.74241334
800d6f5ae8eb0bfe,similar absorbent,absorbing gel,A47,0.5,0.76553446
969dd840335b0c69,similar absorbent,absorptive material,A47,0.5,0.7182787
22e0636ffab9f56c,similar absorbent,abstract pictures,A47,0.0,0.33046854
12735165fe8ab04b,similar absorbent,impermeable material,A47,0.25,0.5006373
e4f4c0126ec82cb5,similar absorbent,natural adsorbent,A47,0.25,0.6139598
161abab119f9c3aa,similar absorbent,non penetrable material,A47,0.25,0.4788267
45a74e0dee8b2641,similar absorbent,non soaking material,A47,0.25,0.41811863
679c974417a74831,similar absorbent,penetrable material,A47,0.5,0.6761668
3cff765e30436679,similar absorbent,permeable material,A47,0.5,0.79771537
20cafb43d0e316dc,similar absorbent,same material,A47,0.25,0.8383685
bc7046c766fd56b5,similar absorbent,similar absorbent material,A47,0.75,0.9857249
917519954ce88126,similar absorbent,similar book,A47,0.0,0.8641466
88b626878af5484d,similar absorbent,similar colour,A47,0.0,0.8559385
248f6f605e3a64a4,similar absorbent,similar culture,A47,0.0,0.86512804
770ed76af30bbdf3,similar absorbent,similar sponge,A47,0.5,0.8366827
9389be57c28835f8,similar absorbent,similar triangles,A47,0.0,0.7885332
d1d009a996a890e1,similar absorbent,similarity score,A47,0.0,0.7713262
